"tip","mean","median","sd","CI_low","CI_high"
"358",-1.66743671826662,-1.63626811176187,0.852646732992588,-3.35760441095016,-0.0115013886923531
"423",-1.54564861673711,-1.53189134633105,0.799051646374201,-3.12711939370412,0.010368111015175
"480",-1.54306209264286,-1.53003649411035,0.798999020013153,-3.13656782606226,0.00303734427264771
"247",-1.53070930965233,-1.51648442425333,0.799494869197739,-3.15736239204011,-0.0100529691958289
"214",-1.50947489723934,-1.4964178905669,0.802254143538942,-3.08364638059648,0.0743796762392701
"41",-1.47413557292694,-1.45002613720974,0.881998761397161,-3.22618912942241,0.222360690486712
"237",-1.45580767343488,-1.43827144099032,0.772758304751084,-3.00431211898062,0.0347801959861561
"200",-1.45535512712601,-1.43889790254652,0.773352827106142,-2.98758097627767,0.0552843906195495
"493",-1.44249652126904,-1.41977881868452,0.889723807548432,-3.17005277150547,0.323191046042287
"197",-1.40784731329173,-1.38824701859285,0.835618621278161,-3.06887615637588,0.206860774286685
"421",-1.36688183490586,-1.34795913601165,0.80016712254849,-2.96273601643034,0.190060341256965
"59",-1.36361184634647,-1.33409611752283,0.867945538954025,-3.0653610497935,0.326793729303441
"287",-1.36355264211175,-1.33296249717241,0.867601029937863,-3.07712115882869,0.312120685930983
"22",-1.35409779631275,-1.31528972168354,1.26876797295513,-3.89205924368479,1.14660578100183
"433",-1.34684928756462,-1.3073497265742,1.27002897249408,-3.9160178183021,1.13019378762555
